age,monthly_income,debt_ratio,credit_utilization,transaction_count_30d,avg_transaction_amount,employment_type,education_level,region,device_type,last_payment_delay_days,internal_score_v2,target
64.3,63391.8,0.416,0.421,38,117.42,full_time,bachelor,suburban,mobile,2.1,555.7,0
44.3,17356.29,0.168,0.596,38,75.93,full_time,master,suburban,mobile,5.47,602.7,0
47.5,44666.89,0.294,0.479,49,85.38,full_time,master,suburban,mobile,1.59,561.3,0
45.6,23526.3,0.313,0.452,35,46.77,contract,high_school,suburban,desktop,0.41,566.7,0
37.0,80346.38,0.394,0.269,47,168.22,full_time,bachelor,urban,desktop,0.44,593.7,0
28.6,41761.33,0.653,0.822,73,113.91,self_employed,bachelor,urban,mobile,17.73,408.3,1
59.4,46383.87,0.522,0.371,42,99.12,full_time,bachelor,suburban,mobile,1.6,553.6,0
52.1,43282.99,0.458,0.209,43,12.12,full_time,bachelor,rural,tablet,3.86,573.7,0
40.8,28193.84,0.424,0.235,45,10.0,full_time,bachelor,urban,mobile,0.23,599.0,0
51.4,39883.59,0.353,0.195,38,84.94,full_time,high_school,suburban,mobile,1.12,607.5,0
26.1,41883.32,0.525,0.338,38,128.18,contract,bachelor,urban,mobile,0.42,574.8,0
57.9,17502.83,0.436,0.354,47,147.64,contract,phd,urban,desktop,0.48,574.4,0
31.6,54514.73,0.326,0.368,40,73.12,full_time,bachelor,urban,tablet,1.57,627.3,0
44.0,39607.67,0.037,0.493,47,29.55,full_time,bachelor,urban,desktop,0.58,633.2,0
63.0,71120.11,0.239,0.052,33,70.52,full_time,high_school,rural,mobile,0.09,715.1,0
50.7,45091.52,0.272,0.078,39,72.46,self_employed,master,rural,mobile,1.34,651.5,0
41.0,26181.43,0.262,0.382,32,46.88,full_time,high_school,urban,mobile,2.03,581.4,0
45.5,24931.53,0.579,0.107,30,69.56,full_time,master,rural,mobile,5.05,558.8,0
42.4,53692.67,0.118,0.333,28,69.32,full_time,high_school,suburban,desktop,0.49,600.8,0
39.6,40568.52,0.01,0.203,41,139.54,self_employed,bachelor,suburban,mobile,0.07,691.0,0
40.8,63592.12,0.16,0.566,30,92.68,self_employed,bachelor,urban,mobile,1.68,589.1,0
53.8,71361.48,0.633,0.273,50,105.95,contract,master,urban,tablet,0.31,547.4,0
55.9,47399.44,0.0,0.317,33,118.19,contract,master,urban,mobile,0.09,684.4,0
45.0,29890.38,0.116,0.518,33,91.06,full_time,phd,urban,mobile,0.18,609.9,0
59.8,44651.06,0.476,0.471,39,87.3,self_employed,bachelor,urban,desktop,0.4,558.7,0
55.9,45801.7,0.438,0.179,48,143.94,contract,high_school,urban,desktop,3.87,582.1,0
43.4,21820.68,0.201,0.041,43,149.77,full_time,bachelor,urban,tablet,3.56,656.4,0
42.8,76192.71,0.404,0.528,44,62.19,full_time,high_school,urban,desktop,3.96,554.3,0
45.9,16345.87,0.737,0.253,43,129.65,full_time,bachelor,urban,mobile,3.36,531.6,0
58.0,34733.01,0.299,0.249,33,101.91,full_time,master,urban,mobile,0.23,636.4,0
35.5,42408.78,0.425,0.532,54,97.32,full_time,master,rural,desktop,4.34,594.9,0
34.4,35084.62,0.234,0.583,35,48.77,full_time,high_school,urban,desktop,2.66,589.9,0
60.5,45136.28,0.36,0.502,54,127.28,full_time,bachelor,rural,mobile,2.25,533.2,0
47.3,69081.0,0.287,0.366,35,111.08,unemployed,high_school,suburban,mobile,1.31,641.3,0
69.1,79957.85,0.386,0.107,48,75.39,self_employed,bachelor,suburban,mobile,1.71,615.9,0
56.9,30933.27,0.566,0.486,38,79.91,full_time,high_school,rural,mobile,0.66,520.5,0
44.3,47423.93,0.537,0.028,54,75.08,full_time,high_school,urban,mobile,2.26,633.9,0
50.7,33106.82,0.623,0.185,32,122.13,full_time,bachelor,urban,mobile,0.96,589.5,0
51.8,57085.61,0.613,0.57,39,98.63,full_time,bachelor,urban,mobile,0.41,513.1,0
53.4,72422.15,0.374,0.491,55,28.61,full_time,bachelor,urban,mobile,2.04,542.8,0
51.1,26977.47,0.051,0.896,31,118.29,full_time,bachelor,rural,mobile,0.16,541.8,0
25.0,22377.87,0.577,1.0,55,133.66,self_employed,phd,suburban,mobile,10.18,426.7,1
46.9,27478.58,0.0,0.409,40,117.44,full_time,master,urban,tablet,0.77,676.3,0
73.0,56797.18,0.387,0.973,44,75.19,full_time,bachelor,urban,desktop,1.18,479.7,0
34.3,81076.97,0.263,0.56,49,74.74,full_time,high_school,suburban,desktop,2.72,548.2,0
36.0,41215.78,0.144,0.126,39,83.28,contract,high_school,suburban,mobile,1.58,667.4,0
42.0,46994.84,0.648,0.532,43,114.82,full_time,master,urban,mobile,0.47,526.8,0
39.3,54612.87,0.278,0.052,37,93.43,full_time,high_school,suburban,desktop,3.88,686.1,0
46.9,55632.75,0.278,0.176,50,49.51,full_time,bachelor,urban,mobile,0.29,622.8,0
37.0,48158.65,0.518,0.24,33,125.9,self_employed,bachelor,suburban,mobile,0.62,574.7,1
36.1,26663.4,0.355,0.106,47,97.77,self_employed,high_school,rural,mobile,0.77,645.1,0
53.3,43340.4,0.304,0.385,42,56.76,unemployed,high_school,urban,mobile,2.23,559.2,0
54.1,29377.35,0.318,0.146,41,106.89,self_employed,bachelor,rural,mobile,4.89,642.6,0
25.8,26095.89,0.754,0.846,72,132.52,contract,master,rural,mobile,5.42,428.7,0
37.9,37869.78,0.341,0.19,45,73.25,self_employed,master,urban,desktop,2.69,648.5,0
49.8,17202.08,0.585,0.757,72,239.5,self_employed,master,urban,mobile,8.24,444.3,1
55.0,40386.38,0.387,0.46,39,105.39,contract,bachelor,urban,mobile,0.56,570.2,0
43.9,60684.27,0.489,0.155,52,71.88,contract,master,urban,mobile,1.66,607.1,0
61.7,35180.77,0.002,0.198,50,110.18,full_time,bachelor,urban,mobile,2.77,701.8,0
51.2,38034.28,0.197,0.434,50,126.28,full_time,high_school,urban,desktop,1.97,606.1,0
51.4,29934.22,0.194,0.363,37,87.24,self_employed,master,urban,mobile,2.28,596.0,0
29.9,48948.39,0.091,0.26,32,71.81,contract,master,urban,mobile,0.94,686.5,0
49.1,32013.54,0.017,0.135,40,141.24,self_employed,high_school,suburban,tablet,1.33,704.5,0
31.9,42280.88,0.686,0.502,48,107.11,full_time,bachelor,rural,desktop,1.63,491.6,0
57.2,29780.24,0.401,0.221,46,72.58,full_time,bachelor,urban,mobile,0.07,617.0,0
41.8,33908.91,0.291,0.497,44,121.78,unemployed,high_school,rural,desktop,0.58,579.1,0
53.7,42478.96,0.28,0.447,55,50.29,self_employed,master,rural,mobile,0.82,560.7,0
41.1,34414.72,0.249,0.419,32,13.57,unemployed,high_school,urban,mobile,9.55,577.1,0
41.9,35680.82,0.216,0.494,34,98.11,contract,bachelor,rural,mobile,0.34,628.1,0
33.0,50918.22,0.199,0.399,41,52.58,full_time,master,suburban,mobile,0.61,609.5,0
33.8,87940.68,0.229,0.355,47,96.96,self_employed,high_school,urban,tablet,0.89,626.4,0
41.1,28390.18,0.147,0.459,37,179.24,full_time,phd,suburban,mobile,1.23,630.0,0
48.7,87625.76,0.357,0.329,52,77.86,self_employed,master,suburban,mobile,1.62,591.8,0
36.4,37317.85,0.32,0.447,52,61.29,full_time,bachelor,suburban,mobile,3.01,573.6,0
44.6,42256.69,0.401,0.376,45,14.17,contract,phd,urban,mobile,1.73,577.3,0
50.9,26188.47,0.351,0.222,44,112.17,full_time,bachelor,urban,mobile,3.16,592.9,0
40.2,27408.7,0.492,0.171,42,74.4,full_time,bachelor,urban,mobile,1.67,591.5,0
36.3,31682.56,0.0,0.351,37,77.78,contract,bachelor,urban,desktop,1.3,679.2,0
58.2,47076.39,0.361,0.425,39,113.71,unemployed,phd,suburban,tablet,1.53,576.1,0
29.9,39742.17,0.046,0.328,32,83.12,unemployed,master,urban,mobile,0.42,663.2,0
51.8,71947.11,0.46,0.352,35,72.7,full_time,master,suburban,mobile,7.35,566.8,0
21.0,55352.59,0.369,0.199,41,28.88,unemployed,high_school,urban,tablet,0.55,601.0,0
51.0,40299.58,0.454,0.486,39,52.33,full_time,phd,suburban,desktop,0.0,567.5,0
75.0,57452.86,0.402,0.064,41,64.4,contract,high_school,urban,desktop,3.33,627.8,0
54.1,66794.75,0.463,0.444,31,67.38,unemployed,bachelor,suburban,desktop,0.16,574.9,0
34.3,35965.8,0.12,0.221,41,75.47,full_time,high_school,urban,desktop,0.46,652.0,0
57.1,52035.55,0.25,0.81,33,159.25,contract,master,urban,mobile,0.65,564.7,0
42.8,75997.31,0.509,0.838,41,52.21,full_time,master,suburban,mobile,5.13,443.1,0
47.4,33948.54,0.445,0.309,41,166.0,full_time,bachelor,suburban,mobile,0.76,592.7,0
43.4,30075.97,0.485,0.491,58,150.82,unemployed,high_school,suburban,desktop,3.26,545.5,0
58.5,37425.14,0.497,0.3,44,91.39,unemployed,phd,rural,mobile,0.41,561.1,0
54.8,42191.3,0.269,0.392,49,123.24,full_time,master,urban,mobile,2.89,597.3,0
39.1,73830.88,0.42,0.331,24,121.12,full_time,high_school,urban,mobile,1.08,616.5,0
47.7,33086.18,0.51,0.556,44,114.3,full_time,master,urban,desktop,0.36,526.7,0
47.9,16629.71,0.084,0.45,46,159.39,full_time,master,suburban,mobile,1.06,664.4,0
51.3,32133.74,0.519,0.264,44,89.17,contract,high_school,urban,mobile,6.15,566.3,0
33.3,45203.55,0.457,0.544,40,104.03,contract,master,urban,mobile,0.35,505.3,0
34.0,61237.54,0.359,0.279,32,127.0,full_time,master,suburban,tablet,0.38,649.0,0
41.1,49816.87,0.495,0.497,35,75.3,full_time,phd,suburban,mobile,1.14,532.1,0
36.8,51993.25,0.228,0.219,43,151.14,full_time,master,suburban,mobile,8.88,644.3,0
40.2,40011.2,0.4,0.205,33,90.01,full_time,high_school,rural,mobile,1.01,577.1,0
41.2,87595.27,0.163,0.287,45,86.24,full_time,high_school,urban,mobile,2.8,674.7,0
35.6,24737.04,0.395,0.563,47,98.57,full_time,master,rural,desktop,0.6,588.4,0
29.2,45645.9,0.111,0.231,42,65.2,full_time,high_school,urban,mobile,6.48,650.0,0
49.7,41401.3,0.324,0.114,46,73.96,full_time,bachelor,suburban,desktop,0.88,623.6,0
42.1,41789.28,0.508,0.874,35,91.85,full_time,high_school,rural,desktop,1.38,500.2,0
27.9,43676.88,0.036,0.431,47,101.41,self_employed,master,urban,mobile,2.57,660.0,0
33.0,35886.23,0.258,0.135,50,88.75,full_time,master,urban,mobile,3.73,632.6,0
46.6,47315.74,0.028,0.04,40,102.51,full_time,bachelor,suburban,desktop,0.83,692.6,0
70.1,20032.63,0.324,0.284,45,89.62,full_time,high_school,urban,mobile,1.2,610.0,0
48.6,43149.05,0.169,0.443,45,150.25,full_time,bachelor,urban,mobile,0.5,661.2,0
49.0,24028.02,0.474,0.611,39,109.47,full_time,master,urban,mobile,4.28,539.6,0
40.0,31782.73,0.195,0.248,39,114.67,full_time,high_school,rural,mobile,4.32,635.3,0
20.7,55140.69,0.442,0.394,39,71.94,self_employed,phd,urban,mobile,2.22,542.3,0
41.2,8617.92,0.542,0.921,67,170.16,full_time,master,urban,desktop,14.41,429.5,1
55.9,21794.71,0.109,0.129,46,10.0,full_time,high_school,urban,mobile,0.28,650.8,0
57.1,84527.48,0.37,0.414,28,130.3,full_time,bachelor,urban,desktop,2.78,555.5,0
60.8,19086.64,0.154,0.232,40,74.15,full_time,high_school,urban,desktop,0.58,677.5,0
57.2,44841.32,0.383,0.425,52,116.57,self_employed,master,suburban,desktop,0.16,577.5,0
51.5,41755.62,0.385,0.0,40,127.15,self_employed,high_school,urban,desktop,2.55,614.8,0
46.2,31619.02,0.196,0.375,48,43.77,full_time,bachelor,urban,mobile,2.6,657.6,0
39.3,16793.7,0.879,0.795,67,140.81,self_employed,master,urban,desktop,19.89,388.2,1
52.2,24509.59,0.179,0.233,35,128.99,full_time,high_school,suburban,mobile,0.65,699.6,0
39.3,43416.9,0.372,0.129,47,153.3,full_time,high_school,rural,desktop,1.1,603.0,1
28.4,24704.53,0.801,0.708,79,71.53,self_employed,bachelor,urban,desktop,12.86,436.6,1
41.9,34321.78,0.253,0.529,44,114.7,full_time,phd,suburban,mobile,1.42,604.6,0
44.1,34364.29,0.223,0.501,51,101.54,full_time,master,suburban,mobile,1.26,563.2,0
51.4,41184.65,0.346,0.248,34,39.46,full_time,high_school,urban,mobile,2.47,614.7,0
56.8,34997.33,0.314,0.449,40,52.66,full_time,high_school,rural,mobile,6.16,569.7,0
61.2,20796.51,0.17,0.341,49,76.89,contract,bachelor,rural,desktop,0.81,627.8,1
44.5,44613.22,0.515,0.195,37,89.41,self_employed,high_school,suburban,mobile,1.71,580.8,0
41.8,32495.49,0.08,0.364,43,123.31,full_time,high_school,suburban,mobile,2.14,638.7,0
63.2,24957.53,0.233,0.401,47,41.79,self_employed,master,rural,mobile,6.58,605.2,0
41.7,78534.73,0.24,0.513,37,65.85,self_employed,high_school,suburban,mobile,2.63,561.2,0
54.6,39015.54,0.512,0.157,43,100.62,full_time,master,rural,mobile,0.98,594.1,0
52.6,46181.16,0.253,0.434,43,100.51,full_time,high_school,urban,desktop,4.01,578.9,0
45.5,55588.14,0.393,0.716,43,79.09,self_employed,master,suburban,mobile,0.87,538.1,0
38.2,39066.7,0.468,0.529,43,61.28,full_time,phd,suburban,mobile,0.85,560.8,0
45.2,56433.54,0.357,0.106,47,121.01,self_employed,bachelor,urban,mobile,0.54,605.9,0
55.4,13062.55,0.65,0.871,55,90.36,self_employed,bachelor,urban,desktop,29.85,339.4,0
38.8,27529.01,0.306,0.269,39,81.16,full_time,bachelor,urban,desktop,5.96,615.9,0
49.7,14231.49,0.283,0.413,39,50.94,full_time,phd,suburban,tablet,1.56,636.9,0
63.6,58961.18,0.086,0.152,36,41.47,contract,phd,suburban,desktop,3.72,659.3,0
65.5,52371.49,0.256,0.531,31,80.38,full_time,bachelor,urban,mobile,0.96,583.3,0
30.1,38867.09,0.274,0.339,38,97.54,contract,high_school,suburban,mobile,1.71,615.1,0
42.5,16861.07,0.454,0.522,41,107.49,full_time,high_school,urban,mobile,0.48,555.3,0
49.5,37466.1,0.175,0.575,38,67.24,full_time,high_school,urban,mobile,0.11,599.1,0
58.1,35464.23,0.123,0.285,39,87.75,full_time,master,suburban,mobile,3.81,632.4,0
42.9,32810.46,0.442,0.403,41,70.33,full_time,bachelor,suburban,tablet,1.22,535.1,0
35.6,38000.81,0.228,0.681,45,87.61,full_time,high_school,suburban,mobile,1.18,571.0,0
45.9,22440.01,0.256,0.311,35,73.46,full_time,high_school,urban,mobile,4.51,576.6,0
38.9,31769.82,0.442,0.352,39,85.95,self_employed,high_school,urban,desktop,1.15,598.7,0
48.5,58669.12,0.307,0.404,53,149.26,contract,master,suburban,mobile,1.65,618.6,0
49.8,39664.09,0.141,0.381,32,79.19,full_time,master,rural,desktop,1.8,656.1,0
41.0,31036.72,0.362,0.499,33,136.86,full_time,bachelor,suburban,mobile,0.88,599.4,0
30.4,17281.87,0.97,0.694,49,156.31,unemployed,high_school,urban,mobile,16.17,348.1,1
54.9,22460.56,0.479,0.388,38,60.86,full_time,high_school,suburban,tablet,4.69,517.2,0
55.9,45356.1,0.562,0.26,45,10.0,full_time,high_school,urban,mobile,3.03,542.9,0
54.5,24018.78,0.277,0.514,39,106.54,full_time,bachelor,suburban,mobile,1.87,591.7,0
43.7,103208.38,0.453,0.436,37,99.49,full_time,bachelor,suburban,mobile,3.47,574.3,0
66.0,19766.62,0.476,0.518,41,108.91,unemployed,master,rural,desktop,1.11,494.8,0
62.8,23756.87,0.513,0.178,41,71.46,full_time,high_school,suburban,desktop,0.3,600.7,0
52.1,9445.41,0.477,0.727,69,130.06,self_employed,high_school,urban,mobile,2.5,491.8,1
45.0,48787.31,0.356,0.096,48,120.13,full_time,bachelor,suburban,mobile,0.44,683.6,0
53.6,24865.19,0.49,0.379,35,76.72,contract,master,urban,mobile,2.03,562.2,0
37.6,35423.4,0.197,0.009,40,126.74,full_time,high_school,urban,desktop,0.21,700.6,0
56.9,32524.49,0.467,0.13,46,88.04,full_time,high_school,suburban,mobile,2.68,600.2,0
63.6,73633.41,0.459,0.566,36,105.16,full_time,master,urban,desktop,0.37,535.2,0
39.6,24256.61,0.479,0.395,36,66.37,self_employed,bachelor,suburban,mobile,1.46,601.6,0
35.8,72409.7,0.449,0.384,34,91.64,contract,bachelor,urban,mobile,0.69,567.6,0
44.9,22637.06,0.326,0.023,42,82.94,full_time,high_school,suburban,desktop,2.76,654.4,0
45.6,19945.5,0.553,0.831,48,139.65,contract,bachelor,suburban,desktop,2.39,448.2,0
42.3,47668.34,0.345,0.267,46,53.72,self_employed,bachelor,urban,tablet,0.28,648.1,0
38.5,30423.55,0.284,0.312,45,126.82,self_employed,phd,urban,mobile,2.9,604.8,0
36.1,28842.51,0.164,0.483,27,62.95,full_time,master,urban,mobile,11.58,588.4,0
51.9,34112.5,0.175,0.379,42,93.39,full_time,phd,urban,mobile,0.35,628.3,0
40.8,50907.92,0.38,0.333,46,86.86,contract,phd,urban,mobile,1.56,575.9,0
53.1,37681.07,0.464,0.37,47,58.31,contract,high_school,urban,mobile,1.56,550.2,0
26.6,28342.65,0.321,0.463,38,83.48,unemployed,bachelor,suburban,mobile,1.62,587.7,0
37.7,34583.06,0.362,0.461,41,153.86,self_employed,master,urban,mobile,1.75,588.4,0
46.8,33989.92,0.356,0.0,42,86.41,full_time,master,urban,mobile,0.01,634.4,0
44.9,40551.09,0.385,0.421,27,25.88,full_time,high_school,urban,mobile,0.07,561.1,0
42.5,26954.17,0.094,0.399,53,84.18,full_time,bachelor,urban,mobile,2.19,633.8,0
59.5,21502.95,0.086,0.467,44,110.5,full_time,bachelor,urban,mobile,1.61,609.0,0
36.9,16920.84,0.524,0.357,40,132.68,contract,master,urban,mobile,4.7,538.3,0
46.5,13386.69,0.17,0.341,49,88.98,full_time,high_school,urban,mobile,1.15,663.2,0
32.7,31752.87,0.254,0.503,52,80.94,full_time,high_school,rural,mobile,0.45,622.8,0
57.5,66242.97,0.336,0.0,48,110.08,unemployed,high_school,suburban,mobile,5.93,652.7,0
40.3,58729.98,0.329,0.476,44,91.51,full_time,bachelor,urban,desktop,0.67,580.5,0
51.0,27717.21,0.59,0.63,40,120.8,contract,master,suburban,desktop,0.66,526.7,0
28.5,64571.07,0.181,0.565,37,103.26,full_time,phd,suburban,desktop,0.56,603.5,0
33.5,31225.18,0.352,0.332,41,104.04,full_time,high_school,rural,mobile,5.95,582.8,0
45.3,39795.03,0.12,0.363,41,110.37,contract,high_school,rural,mobile,0.63,648.0,0
46.6,73845.28,0.452,0.104,32,123.8,full_time,high_school,suburban,desktop,0.49,637.4,0
35.4,29173.58,0.609,0.503,56,54.7,full_time,master,urban,mobile,2.45,515.4,0
48.4,22584.17,0.569,0.547,43,78.05,full_time,bachelor,urban,desktop,2.35,525.9,0
40.5,52612.44,0.379,0.64,50,126.29,full_time,bachelor,suburban,mobile,3.19,547.0,0
67.1,71538.56,0.542,0.146,39,145.7,unemployed,high_school,urban,mobile,0.71,624.0,0
51.4,53109.74,0.343,0.594,43,67.57,contract,high_school,urban,mobile,0.0,591.2,0
42.9,40378.01,0.104,0.754,38,77.14,contract,bachelor,urban,mobile,2.47,568.3,0
45.7,58207.42,0.163,0.625,44,172.11,contract,master,rural,mobile,1.71,579.8,1
43.2,16097.66,0.21,0.734,43,10.0,unemployed,high_school,rural,mobile,1.81,583.3,0
42.5,134348.58,0.352,0.355,35,50.88,full_time,bachelor,suburban,desktop,0.32,565.2,0
37.7,83853.39,0.427,0.344,47,75.33,full_time,master,suburban,desktop,0.84,602.7,0
46.5,34903.52,0.378,0.43,54,26.14,full_time,bachelor,urban,mobile,3.0,558.2,0
45.8,28484.9,0.416,0.428,48,66.77,full_time,bachelor,suburban,desktop,0.44,603.2,0
43.5,72253.68,0.446,0.3,40,125.14,self_employed,high_school,urban,desktop,4.07,541.5,0
41.1,55229.3,0.237,0.539,44,97.96,full_time,bachelor,urban,tablet,2.79,597.1,0
46.2,68655.91,0.33,0.38,45,88.66,self_employed,high_school,urban,mobile,1.38,585.8,0
24.7,86706.24,0.217,0.362,39,79.39,contract,bachelor,urban,mobile,0.77,610.0,0
36.0,72752.71,0.397,0.384,43,56.59,full_time,master,rural,desktop,1.23,610.6,0
52.2,18067.68,0.182,0.334,42,65.43,self_employed,bachelor,rural,tablet,6.15,604.8,0
52.7,32386.95,0.583,0.518,48,24.97,contract,high_school,rural,mobile,1.77,508.2,0
61.0,67949.58,0.287,0.074,28,85.84,full_time,bachelor,suburban,desktop,2.84,613.5,0
51.6,15250.39,0.098,0.399,30,88.83,full_time,bachelor,urban,mobile,5.38,652.4,0
49.8,43284.75,0.378,0.447,39,95.2,full_time,high_school,urban,desktop,0.14,601.1,0
55.2,34751.27,0.285,0.505,40,88.76,contract,bachelor,urban,mobile,0.82,594.3,0
29.3,52291.32,0.364,0.0,39,111.81,full_time,high_school,urban,desktop,1.27,651.4,0
55.7,79082.46,0.071,0.517,43,95.42,contract,bachelor,suburban,mobile,0.89,623.5,0
57.2,61002.27,0.273,0.415,45,93.42,full_time,bachelor,urban,desktop,1.63,630.2,0
64.8,40281.08,0.386,0.666,33,62.13,full_time,bachelor,rural,mobile,5.72,506.3,0
45.3,20105.44,0.389,0.503,37,71.85,self_employed,high_school,urban,desktop,0.45,614.1,0
55.1,66043.69,0.187,0.4,54,96.77,contract,master,suburban,mobile,1.85,650.1,0
51.2,59845.95,0.245,0.407,42,68.71,full_time,bachelor,rural,mobile,1.43,620.8,0
40.3,47918.21,0.356,0.374,39,98.19,full_time,master,suburban,tablet,0.56,611.5,0
31.5,30334.41,0.341,0.51,48,122.23,full_time,bachelor,rural,desktop,0.4,530.8,0
36.6,23784.86,0.391,0.466,37,87.65,self_employed,high_school,urban,mobile,0.17,583.1,0
38.8,51270.4,0.308,0.607,42,36.9,self_employed,bachelor,rural,mobile,3.62,575.0,0
37.4,23338.68,0.423,0.3,48,98.7,full_time,high_school,suburban,mobile,3.36,592.9,0
57.1,81269.09,0.293,0.64,37,106.05,unemployed,master,urban,mobile,0.22,522.9,0
45.1,110999.8,0.042,0.628,42,110.33,contract,phd,rural,mobile,0.09,629.0,0
29.4,15512.12,0.673,0.837,66,106.27,self_employed,high_school,suburban,tablet,7.92,457.2,1
50.4,22298.06,0.292,0.488,35,48.16,contract,high_school,urban,mobile,0.72,605.2,0
57.7,58466.55,0.414,0.6,43,114.68,full_time,high_school,urban,mobile,1.3,560.3,0
62.1,81825.39,0.384,0.484,41,117.52,full_time,bachelor,suburban,mobile,2.48,550.7,0
43.8,25949.02,0.124,0.278,29,183.22,full_time,master,rural,mobile,8.72,650.4,0
45.3,50904.25,0.099,0.54,37,119.55,full_time,phd,suburban,desktop,0.22,632.5,0
53.1,11316.85,0.119,0.043,45,148.24,full_time,bachelor,urban,mobile,2.07,721.8,0
46.2,51724.17,0.219,0.288,38,82.49,self_employed,bachelor,urban,mobile,1.94,614.4,0
24.9,31991.01,0.18,0.305,40,62.94,full_time,high_school,rural,mobile,0.26,663.4,0
43.2,23914.28,0.567,0.886,51,145.03,self_employed,bachelor,suburban,desktop,30.97,368.8,1
44.9,59285.73,0.481,0.012,50,69.85,unemployed,master,suburban,mobile,3.33,617.1,1
37.1,31935.6,0.375,0.433,38,113.45,self_employed,high_school,rural,desktop,2.46,575.6,0
40.9,32908.34,0.368,0.298,43,58.19,full_time,bachelor,suburban,mobile,2.52,561.8,0
36.5,48904.96,0.2,0.403,40,68.8,unemployed,master,urban,desktop,1.28,630.7,0
47.8,14142.57,0.541,0.441,46,10.0,contract,bachelor,urban,desktop,0.47,545.8,0
56.9,23734.86,0.606,0.992,63,132.96,full_time,bachelor,urban,desktop,6.2,415.1,1
45.2,25357.96,0.2,0.334,49,165.18,full_time,bachelor,rural,mobile,3.17,622.8,0
37.8,37736.73,0.22,0.309,44,74.91,self_employed,master,urban,mobile,2.11,651.1,0
40.8,37295.48,0.202,0.447,38,132.28,full_time,master,urban,mobile,1.89,615.1,0
44.3,18992.73,0.514,0.487,36,112.46,full_time,master,urban,mobile,4.27,522.5,0
36.5,8510.9,0.427,1.0,84,104.2,self_employed,bachelor,suburban,tablet,24.74,415.8,1
39.9,40731.02,0.443,0.115,44,66.34,self_employed,phd,urban,mobile,4.97,619.8,0
55.5,24754.25,0.322,0.35,48,59.87,full_time,high_school,urban,desktop,5.71,576.6,0
64.2,35616.09,0.052,0.585,48,150.75,full_time,bachelor,suburban,mobile,1.79,639.1,0
39.4,87223.06,0.396,0.199,41,133.73,full_time,bachelor,rural,tablet,1.88,632.8,0
53.6,31231.77,0.302,0.326,39,102.82,full_time,high_school,rural,tablet,1.09,642.4,0
48.4,78995.32,0.176,0.0,47,103.44,full_time,bachelor,rural,mobile,3.38,698.9,0
50.4,50338.09,0.32,0.173,55,94.91,self_employed,high_school,urban,mobile,2.19,637.7,0
45.4,21012.96,0.076,0.522,44,114.94,full_time,bachelor,urban,mobile,0.16,642.2,0
25.6,57318.78,0.175,0.494,43,31.47,contract,high_school,urban,mobile,8.27,606.9,0
24.5,74374.18,0.173,0.439,41,106.19,full_time,bachelor,urban,mobile,2.9,604.0,0
29.9,25532.97,0.283,0.0,26,102.97,full_time,bachelor,urban,mobile,4.5,723.7,0
26.7,21716.51,0.429,0.199,54,68.6,full_time,high_school,rural,mobile,0.7,659.8,0
45.2,23483.99,0.381,0.06,40,93.0,full_time,high_school,rural,mobile,2.78,645.0,0
51.6,33549.2,0.327,0.675,50,88.56,full_time,high_school,suburban,mobile,1.01,507.7,0
47.8,68985.22,0.363,0.31,46,79.87,contract,high_school,urban,mobile,2.41,612.4,0
67.4,38546.12,0.226,0.495,42,83.28,contract,bachelor,suburban,mobile,2.7,598.9,0
40.3,28249.62,0.222,0.202,48,66.54,full_time,bachelor,rural,desktop,7.65,615.7,0
64.3,43047.03,0.251,0.516,36,89.36,full_time,master,urban,mobile,0.62,580.0,0
62.3,54690.15,0.264,0.392,46,68.85,full_time,high_school,urban,mobile,1.33,596.9,0
49.5,37189.52,0.332,0.331,45,137.71,contract,high_school,suburban,desktop,3.55,603.1,0
20.7,65273.73,0.389,0.239,53,110.36,self_employed,bachelor,rural,mobile,1.45,601.9,0
46.1,41801.43,0.345,0.429,43,136.43,full_time,bachelor,suburban,desktop,0.09,601.5,0
32.8,28081.11,0.692,0.559,72,138.37,contract,bachelor,urban,mobile,5.88,527.1,1
57.2,44893.1,0.432,0.663,49,132.24,full_time,high_school,rural,mobile,0.84,531.5,0
32.8,22550.51,0.171,0.283,41,116.79,full_time,high_school,urban,desktop,2.83,697.1,0
59.7,43927.44,0.514,0.479,42,128.61,full_time,high_school,rural,mobile,1.26,544.0,0
43.5,26771.98,0.293,0.633,33,75.32,full_time,bachelor,rural,tablet,2.96,578.4,0
36.2,14046.67,0.409,0.803,68,139.56,unemployed,bachelor,suburban,mobile,4.95,500.4,1
46.7,27131.04,0.163,0.34,45,117.35,full_time,high_school,urban,mobile,5.07,610.2,0
49.3,39910.97,0.213,0.424,45,104.13,full_time,bachelor,suburban,mobile,2.09,620.5,0
41.2,43425.91,0.339,0.209,51,116.4,full_time,high_school,rural,mobile,3.45,603.0,0
53.6,72571.32,0.483,0.262,39,38.73,contract,master,rural,mobile,0.52,581.3,0
55.7,19624.32,0.371,0.457,39,37.37,full_time,bachelor,suburban,mobile,6.94,581.6,0
47.4,35437.31,0.291,0.407,33,14.99,full_time,high_school,suburban,tablet,2.08,592.5,0
42.8,77990.3,0.491,0.107,41,21.49,self_employed,master,urban,mobile,0.64,627.0,0
30.6,62765.03,0.36,0.0,40,85.4,contract,high_school,suburban,desktop,3.23,641.0,0
